id,agency,updated,accessed,url,hash,whats_detected,whats_not_detected,acceptable_use_policy,prohibited_uses,access_policy,hotlist_policy
358,Cabot AR PD,2023-07-27T12:00:47Z,2023-07-28T00:58:49Z,https://transparency.flocksafety.com/cabot-ar-pd,68c818f53c338947cf0ae50a25f779e4,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Cabot AR PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1397,Lafayette LA PD,2023-07-27T12:00:21Z,2023-07-28T00:58:51Z,https://transparency.flocksafety.com/lafayette-la-pd,c16a6add7fdaee8827adc9955370d440,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Lafayette LA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2537,Tulsa OK PD,2023-07-27T12:06:16Z,2023-07-28T00:58:52Z,https://transparency.flocksafety.com/tulsa-ok-pd,354017831ae2c3e9c7f4b0090218def5,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Tulsa OK PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), or personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2622,Village of Bloomingdale IL PD,2023-07-27T12:04:07Z,2023-07-28T00:58:54Z,https://transparency.flocksafety.com/village-of-bloomingdale-il-pd,18b25c63524efbac7cc9c62a2feaa703,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Village of Bloomingdale IL PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
692,Del City OK PD,2023-07-27T12:07:51Z,2023-07-28T00:58:56Z,https://transparency.flocksafety.com/del-city-ok-pd,6a152e1725278ed5132b17f53bf9b273,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Del City OK PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1964,Osage County OK SO,2023-07-27T12:06:45Z,2023-07-28T00:58:58Z,https://transparency.flocksafety.com/osage-county-ok-so,82e8636e0e5d0de47aa4db16a219b00c,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Osage County OK SO and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
324,Buda TX PD,2023-07-27T12:03:55Z,2023-07-28T00:59:00Z,https://transparency.flocksafety.com/buda-tx-pd,18cd562f06f6eb0627c2bdf4bce77a0c,"License Plates, Image of the Rear of Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Buda TX PD and is never sold to 3rd parties.,"Immigration enforcement, speed enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), personal use.","All system access is controlled by administrators, requires a valid reason, and is stored indefinitely for audit purposes.","Hotlist hits are required to be human verified prior to action.
*Hotlist refers to alerts related to stolen vehicles, warrants, or Amber Alerts."
1877,Northlake TX PD,2023-07-27T12:00:14Z,2023-07-28T00:59:02Z,https://transparency.flocksafety.com/northlake-tx-pd,986285dadf95ac5747ceb7bb62d2eed9,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Northlake TX PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
424,Catawba Nation Tribal SC PD,2023-07-27T12:07:36Z,2023-07-28T00:59:04Z,https://transparency.flocksafety.com/catawba-nation-tribal-sc-pd-,5b7ab66fa1c4989bd299d8613e4a3bf2,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Catawba Nation Tribal SC PD  and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2454,Surfside Beach SC PD,2023-07-27T12:02:42Z,2023-07-28T00:59:06Z,https://transparency.flocksafety.com/surfside-beach-sc-pd,e813b975cbc11ad9b5f0a2fbd57e5972,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Surfside Beach SC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1471,Lexington SC PD,2023-07-27T12:04:50Z,2023-07-28T00:59:07Z,https://transparency.flocksafety.com/lexington-sc-pd,35da79d109bc0035123f7a739d291860,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Lexington SC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
475,Chester County SC SO,2023-07-27T12:04:22Z,2023-07-28T00:59:09Z,https://transparency.flocksafety.com/chester-county-sc-so,8b428c0452adc6aec6b817a55f09b0e0,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Chester County SC SO and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
285,Bridgewater VA PD,2023-07-27T12:08:39Z,2023-07-28T00:59:11Z,https://transparency.flocksafety.com/bridgewater-va-pd,77ce20276539522c99d7aded3b90bc8c,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Bridgewater PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
833,Fairfax City VA PD,2023-07-27T12:08:02Z,2023-07-28T00:59:13Z,https://transparency.flocksafety.com/fairfax-city-va-pd,93de847b61eda93b2e45aa17dd2a2b5b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Fairfax City VA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
899,Folly Beach SC PD,2023-07-27T12:05:17Z,2023-07-28T00:59:15Z,https://transparency.flocksafety.com/folly-beach-sc-pd,16c2690e88801042e3785afe9cddafc2,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Folly Beach SC PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1120,Hampton VA PD,2023-07-27T12:08:23Z,2023-07-28T00:59:17Z,https://transparency.flocksafety.com/hampton-va-pd,325316daf4a0f4007e49b5a50428fa6f,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Hampton VA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1832,Newport News VA PD,2023-07-27T12:07:10Z,2023-07-28T00:59:19Z,https://transparency.flocksafety.com/newport-news-va-pd,254ab5c72a38787238c0080fc96d834f,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Newport News VA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2171,Richmond VA PD,2023-07-27T12:02:50Z,2023-07-28T00:59:20Z,https://transparency.flocksafety.com/richmond-va-pd,eb13f007949571d6fce8260b32dacaa8,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Richmond VA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
23,Alameda CA PD,2023-07-27T12:06:35Z,2023-07-28T00:59:22Z,https://transparency.flocksafety.com/alameda-ca-pd,13122c502f2e889fc5e15f2055166d8c,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Alameda California Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
203,Benicia CA PD,2023-07-27T12:00:25Z,2023-07-28T00:59:24Z,https://transparency.flocksafety.com/benicia-ca-pd,d2df8ab3871a9079a94b6fe3f56914e6,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Benicia PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,NA
392,Campbell CA PD,2023-07-27T12:01:59Z,2023-07-28T00:59:26Z,https://transparency.flocksafety.com/campbell-ca-pd,edf6575c3025c224c1be0cfa9cc82d6a,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Campbell California Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
522,Clearlake CA PD,2023-07-27T12:01:12Z,2023-07-28T00:59:27Z,https://transparency.flocksafety.com/clearlake-ca-pd,7057695a30f49780a6e50cecd3bd14e0,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Clearlake PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
611,Costa Mesa CA PD,2023-07-27T12:03:55Z,2023-07-28T00:59:29Z,https://transparency.flocksafety.com/costa-mesa-ca-pd,cfa8d69d9e393aef3c793f8c573fe77e,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Costa Mesa CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
836,Fairfield CA PD,2023-07-27T12:00:45Z,2023-07-28T00:59:31Z,https://transparency.flocksafety.com/fairfield-ca-pd,0819ae4f45b7861d6e70bff24dda153d,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Fairfield CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
927,Foster City CA PD,2023-07-27T12:01:03Z,2023-07-28T00:59:32Z,https://transparency.flocksafety.com/foster-city-ca-pd,abb20ddaf3924bdda834d0d9c4974520,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Foster City CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid case number and is stored indefinitely. This data is regularly audited every 180 days.,Hotlist hits are required to be human verified prior to action.
1165,Hemet CA PD,2023-07-27T12:02:18Z,2023-07-28T00:59:34Z,https://transparency.flocksafety.com/hemet-ca-pd-,c350ce324a687503ca3b5781345d2034,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by The Hemet Police Department  and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1177,Hercules CA PD,2023-07-27T12:07:23Z,2023-07-28T00:59:36Z,https://transparency.flocksafety.com/hercules-ca-pd,f3d5b2218d34959c24bdaddae0e0e8df,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Hercules California Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1195,Hillsborough CA PD,2023-07-27T12:01:42Z,2023-07-28T00:59:37Z,https://transparency.flocksafety.com/hillsborough-ca-pd,95de8704c342281e4a72bd6d9ec37236,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is utilized on a right-to-know and need-to-know basis. Data is governed by policy and will never be sold to outside parties.,"Activities that are considered immigration enforcement, commercial, non-law enforcement, personal, and prohibited as defined by applicable laws or policies.",Documented justification is required prior to the query of any data. System access and queries are recorded and logged.,"Proposed: Vehicle flags, also known as hotlists, require human end-user verification."
1405,Lake County CA SO,2023-07-27T12:02:32Z,2023-07-28T00:59:39Z,https://transparency.flocksafety.com/lake-county-ca-so,79d5118e4396779a7e740ee739ce1d15,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Lake County CA SO and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1481,Lincoln CA PD,2023-07-27T12:01:43Z,2023-07-28T00:59:41Z,https://transparency.flocksafety.com/lincoln-ca-pd,32aed886625b7321e533bb829a78eb14,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Lincoln Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1640,Menifee CA PD,2023-07-27T12:02:17Z,2023-07-28T00:59:42Z,https://transparency.flocksafety.com/menifee-ca-pd,0529a202fcfaeab48aedfc24b6b89fe5,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Menifee CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid law enforcement reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1750,Morgan Hill CA PD,2023-07-27T12:00:55Z,2023-07-28T00:59:44Z,https://transparency.flocksafety.com/morgan-hill-ca-pd,5eede50370549a333eb4f68795748e36,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Morgan Hill CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1778,Murrieta CA PD,2023-07-27T12:05:17Z,2023-07-28T00:59:46Z,https://transparency.flocksafety.com/murrieta-ca-pd,5c9647bffd51adc140f0463628d9bf52,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Murrieta CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1809,Nevada County CA SO,2023-07-27T12:08:16Z,2023-07-28T00:59:48Z,https://transparency.flocksafety.com/nevada-county-ca-so,887e73074d09847fee7769cb95f481e1,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Nevada County Sheriff's Office and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1884,Novato CA PD,2023-07-27T12:01:32Z,2023-07-28T00:59:49Z,https://transparency.flocksafety.com/novato-ca-pd,3b8619569fa3784554baa05ba0b67c19,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Novato Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1897,Oakley CA PD,2023-07-27T12:00:54Z,2023-07-28T00:59:51Z,https://transparency.flocksafety.com/oakley-ca-pd,6378e9347071f546fc2fe692dad1b724,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Oakley CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2052,Piedmont CA PD,2023-07-27T12:00:29Z,2023-07-28T00:59:53Z,https://transparency.flocksafety.com/piedmont-ca-pd,304dd21d63cc5827ccbdf34bd52764e6,"Vehicles, License Plates","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Piedmont PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid case number and is stored indefinitely. This data is regularly audited every 90 days.,Hotlist hits are required to be human verified prior to action.
2176,Rio Vista CA PD,2023-07-27T12:00:32Z,2023-07-28T00:59:54Z,https://transparency.flocksafety.com/rio-vista-ca-pd,289da0ef92fc38e8b573ddfa90c4956f,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Rio Vista CA Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored in accordance with law.,Hotlist hits are required to be human verified prior to action.
2258,San Jose CA PD,2023-07-27T12:01:46Z,2023-07-28T00:59:56Z,https://transparency.flocksafety.com/san-jose-ca-pd,e7d58b396f749be6d30901de5b295c4b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by San Jose CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2265,San Marino CA PD,2023-07-27T12:03:23Z,2023-07-28T00:59:58Z,https://transparency.flocksafety.com/san-marino-ca-pd,c67355a567e3a0b59a93308e4fe2b06a,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by San Marino CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2266,San Mateo CA PD,2023-07-27T12:00:20Z,2023-07-28T00:59:59Z,https://transparency.flocksafety.com/san-mateo-ca-pd,795b562d251d95cf15e9b65764db9151,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by San Mateo CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2276,Santa Clara County CA SO,2023-07-27T12:03:22Z,2023-07-28T01:00:01Z,https://transparency.flocksafety.com/santa-clara-county-ca-so,1cf59eedcf4b90f76d922275bb04b079,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by the City of Los Altos Hills and the City of Saratoga with the Sheriff's office acting as operators in the interest of public safety.  Data is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and access data is stored indefinitely. The associated case or incident report number is shown as the reason for accessing system data in the Public Search Audit.,Hotlist hits are required to be human verified prior to action.
2374,South San Francisco CA PD,2023-07-27T12:00:29Z,2023-07-28T01:00:03Z,https://transparency.flocksafety.com/south-san-francisco-ca-pd,fe7c18e013350113f75ff0d75d91d7b7,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by South San Francisco PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2519,Tracy CA PD,2023-07-27T12:01:13Z,2023-07-28T01:00:04Z,https://transparency.flocksafety.com/tracy-ca-pd,6e3c7e6118fde7f5ff21ffbdba720380,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Tracy CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2599,Vacaville CA PD,2023-07-27T12:05:46Z,2023-07-28T01:00:06Z,https://transparency.flocksafety.com/vacaville-ca-pd,5144a60efd795a5238c832b75f1c768b,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Vacaville Police Department and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2602,Vallejo CA PD,2023-07-27T12:00:28Z,2023-07-28T01:00:08Z,https://transparency.flocksafety.com/vallejo-ca-pd,9513e0fe5e23d4a0336a0b3272ce82d2,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Vallejo CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
2699,West Covina CA PD,2023-07-27T12:01:48Z,2023-07-28T01:00:09Z,https://transparency.flocksafety.com/west-covina-ca-pd,acfb40ee776cd9cbe3e9c6f529f2a70f,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by West Covina CA PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1043,Grandview Heights OH PD,2023-07-27T12:10:00Z,2023-07-28T01:00:11Z,https://transparency.flocksafety.com/grandview-heights-oh-pd,1919153f7d7bd358c64d4cb879d6f6da,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Grandview Heights OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1162,Heath OH PD,2023-07-27T12:05:29Z,2023-07-28T01:00:13Z,https://transparency.flocksafety.com/heath-oh-pd,22e60a9ec892d556a366ecd132eab79e,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Heath OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1256,Indian Hill OH PD,2023-07-27T12:08:43Z,2023-07-28T01:00:15Z,https://transparency.flocksafety.com/indian-hill-oh-pd,0cc2c84423cbddb11ac0d92375469d59,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Indian Hill Rangers and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1527,Loveland OH PD,2023-07-27T12:06:55Z,2023-07-28T01:00:16Z,https://transparency.flocksafety.com/loveland-oh-pd,72d14356fc125e529507a3eca9d75d8a,"License Plates, Vehicle Make, Vehicle Color, Last Visit Date / Time, Number Of Days Seen","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Loveland OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
1569,Mansfield OH PD,2023-07-27T12:05:10Z,2023-07-28T01:00:18Z,https://transparency.flocksafety.com/mansfield-oh-pd,f9f33e09f8683f5b0f4243829c5bf7a2,"License Plates, Vehicles","Facial recognition, People, Gender, Race",Data is used for law enforcement purposes only. Data is owned by Mansfield OH PD and is never sold to 3rd parties.,"Immigration enforcement, traffic enforcement, harrassment or intimidation, usage based solely on a protected class (i.e. race, sex, religion), Personal use.",All system access requires a valid reason and is stored indefinitely.,Hotlist hits are required to be human verified prior to action.
